Year,Month,Month_Num,Company,Metric_Type,Sub_Type,Value
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2486.0
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2155.1
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2979.8
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2674.0
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,3001.6
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2885.4
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2980.7
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2923.3
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2699.6
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2951.3
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2261.7
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,2352.6
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Generated,0.0
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2486.0
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2155.1
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2979.8
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2674.0
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,3001.6
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2885.4
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2980.7
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2923.3
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2699.6
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2951.3
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2261.7
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,2352.6
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,12706.3
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,14485.8
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,21774.9
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,19396.3
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,21558.1
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,20192.9
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,18859.2
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,18232.8
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,18712.5
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,21707.5
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,11927.2
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,12190.9
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,12711.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,14481.2
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,21777.9
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,19393.1
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,21560.7
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,20193.1
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,18857.4
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,18233.3
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,18714.1
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,21705.6
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,11928.3
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,12190.8
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,January,1,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,February,2,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,March,3,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,April,4,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,May,5,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,June,6,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,July,7,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,August,8,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,September,9,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,October,10,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,November,11,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,December,12,Aux Sable Canada Ltd.,Process Gas (10³m³),Production,0.0
2022,January,1,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,6598.3
2022,February,2,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,7502.9
2022,March,3,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,11051.9
2022,April,4,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,9794.4
2022,May,5,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,11166.8
2022,June,6,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,10718.5
2022,July,7,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,11320.7
2022,August,8,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,10199.3
2022,September,9,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,8488.6
2022,October,10,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,10086.1
2022,November,11,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,5296.0
2022,December,12,Aux Sable Canada Ltd.,Process Gas (10³m³),Deliveries,4832.3
2022,January,1,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,February,2,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,March,3,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,April,4,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,May,5,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,June,6,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,July,7,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,August,8,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,September,9,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,October,10,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,November,11,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,December,12,Aux Sable Canada Ltd.,Process Gas (10³m³),Plant Use,0.0
2022,January,1,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,39.5
2022,February,2,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,8.8
2022,March,3,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,4.1
2022,April,4,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,11.8
2022,May,5,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,3.4
2022,June,6,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,2.5
2022,July,7,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,2.8
2022,August,8,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,11.0
2022,September,9,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,12.4
2022,October,10,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,4.5
2022,November,11,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,5.9
2022,December,12,Aux Sable Canada Ltd.,Process Gas (10³m³),Flared/Wasted,3.0
2022,January,1,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,February,2,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,March,3,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,April,4,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,May,5,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,June,6,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,July,7,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,August,8,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,September,9,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,October,10,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,November,11,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,December,12,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Production,0.0
2022,January,1,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,400.0
2022,February,2,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,21.8
2022,March,3,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,0.7
2022,April,4,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,2.7
2022,May,5,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,9.9
2022,June,6,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,1.0
2022,July,7,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,218.6
2022,August,8,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,795.8
2022,September,9,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,452.9
2022,October,10,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,0.8
2022,November,11,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,44.9
2022,December,12,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Deliveries,4.6
2022,January,1,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,February,2,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,March,3,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,April,4,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,May,5,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,June,6,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,July,7,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,August,8,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,September,9,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,October,10,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,November,11,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,December,12,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Plant Use,0.0
2022,January,1,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,February,2,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,March,3,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,April,4,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,May,5,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,June,6,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,July,7,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,August,8,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,September,9,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,October,10,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,November,11,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,December,12,Aux Sable Canada Ltd.,Purchased Natural Gas (10³m³),Flared/Wasted,0.0
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,51070.6
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,141332.0
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,55684.9
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,75183.9
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,69153.7
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,34166.3
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,45237.6
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,52764.4
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,61908.5
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,21389.0
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,51370.1
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Purchased,32742.9
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Generated,154741.0
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Generated,46642.0
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Generated,149258.0
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Generated,110979.0
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Generated,43808.0
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Generated,108906.0
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Generated,131984.0
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Generated,131493.0
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Generated,120877.0
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Generated,140400.0
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Generated,146670.0
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Generated,156935.0
2022,January,1,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,205811.6
2022,February,2,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,187974.0
2022,March,3,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,204942.9
2022,April,4,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,186162.9
2022,May,5,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,111538.3
2022,June,6,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,136142.5
2022,July,7,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,177221.6
2022,August,8,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,184257.4
2022,September,9,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,182785.5
2022,October,10,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,146602.9
2022,November,11,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,198040.1
2022,December,12,Aux Sable Canada Ltd.,Electricity (MWh),Plant Use,189677.9
2022,January,1,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1305815.8
2022,February,2,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1365653.8
2022,March,3,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1382920.4
2022,April,4,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1384550.0
2022,May,5,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,766022.0
2022,June,6,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,971030.1
2022,July,7,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1361901.2
2022,August,8,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1514848.3
2022,September,9,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1481379.3
2022,October,10,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,876706.0
2022,November,11,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1437002.6
2022,December,12,Aux Sable Canada Ltd.,Crude Bitumen (m³),Production,1118915.2
2022,January,1,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,February,2,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,March,3,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,April,4,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,May,5,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,June,6,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,July,7,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,August,8,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,September,9,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,October,10,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,November,11,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,December,12,Aux Sable Canada Ltd.,Crude Bitumen (m³),Deliveries,0.0
2022,January,1,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,February,2,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,March,3,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,April,4,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,May,5,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,June,6,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,July,7,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,August,8,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,September,9,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,October,10,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,November,11,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,December,12,Aux Sable Canada Ltd.,Crude Bitumen (m³),Plant Use,0.0
2022,January,1,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,February,2,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,March,3,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,April,4,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,May,5,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,June,6,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,July,7,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,August,8,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,September,9,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,October,10,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,November,11,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,December,12,Aux Sable Canada Ltd.,Crude Bitumen (m³),Flared/Wasted,0.0
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1091207.6
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1160139.5
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1219374.4
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1186665.1
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,642598.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,868780.5
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1119593.2
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1316949.9
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1288003.7
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,746894.5
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,1237030.5
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Production,969986.3
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Deliveries,0.0
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,August,8,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,September,9,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,October,10,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,November,11,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,December,12,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Plant Use,0.0
2022,January,1,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,February,2,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,March,3,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,April,4,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,May,5,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,June,6,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
2022,July,7,Aux Sable Canada Ltd.,Intermediate Hydrocarbon (m³),Flared/Wasted,0.0
